,LotFrontage,LotShape,LandSlope,OverallQual,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,Electrical,GrLivArea,BsmtFullBath,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,MiscFeature,SalePrice,Stories_1,Stories_2,Stories_3,Stories_4,Stories_5,LogLotArea,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,month_1,month_2,month_3,Alley_Grvl,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_Frontage,LotConfig_Inside,Condition_Normal,Condition_Positive,Condition_Railroad,Exterior1st_CementFiber,Exterior1st_OldMaterials,Exterior1st_Other,Exterior1st_Stucco,Exterior1st_VinylMetal,Exterior1st_Wood,Exterior2nd_OldMaterials,Exterior2nd_Other,Exterior2nd_Stucco,Exterior2nd_VinylMetal,Exterior2nd_Wood,BldgType_MultiFamily,BldgType_Townhouse,CentralAir_Y,Fence_GdWo,Fence_MnPrv,Fence_None,SaleCondition_NonNormal,SaleCondition_Normal,PavedDrive_P,PavedDrive_Y,Functional_Min,Functional_Sev,Functional_Typ,MasVnrType_BrkFace,MasVnrType_Stone,GarageType_Detached,GarageType_Other,Foundation_Modern,Foundation_Standard,Neighborhood_Low,Neighborhood_Mid
0,-0.0810476571797973,0,0,0.6666666666666666,-1.0429020237883548,-0.8696430191416508,2,2,3,1,1,-0.47313140341287263,4,0,0.5347527403982858,1,2,2,0.9214595108724039,0,0,-0.9829795883583189,2,2,1,1,0,208500,0.0,1.0,0.0,0.0,0.0,-0.1332245760078672,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.5561029851170647,0,0,0.5555555555555556,-0.18340222302834722,0.39000703643957046,1,2,3,1,4,0.49719151445741444,4,0,-0.38110159974463287,0,2,1,-0.3176275180334367,1,3,0.06850767702145216,2,2,1,1,0,181500,0.0,0.0,0.0,0.0,0.0,0.11337403919867473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2,0.05724942186302819,1,0,0.6666666666666666,-0.9767866544991236,-0.8211949400808345,2,2,3,1,2,-0.320174096162384,4,0,0.66586210809305,1,2,2,-0.3176275180334367,1,3,-0.902095952559875,2,2,1,1,0,223500,0.0,1.0,0.0,0.0,0.0,0.4199052575221762,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3,-0.3261485184595647,1,0,0.6666666666666666,1.8000588556485937,0.6322474317436514,1,2,2,1,1,-0.712127195991761,3,0,0.5470696780719445,1,1,2,0.3019159964194836,1,4,-0.861654134660653,1,3,1,1,0,140000,0.0,1.0,0.0,0.0,0.0,0.103281825456011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
4,0.7060680146142558,1,0,0.7777777777777778,-0.9437289698545078,-0.7242987819592022,2,2,3,1,3,0.21756643714011495,4,0,1.2917338334926818,1,2,2,1.5410030253253242,1,3,-0.861654134660653,2,3,1,1,0,250000,0.0,1.0,0.0,0.0,0.0,0.8781304685710574,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,0.7424564060315918,1,0,0.4444444444444444,-0.6792674926975825,-0.43361030759430497,1,2,3,1,1,-0.6165288789602057,4,0,-0.15122914928261616,1,1,1,-0.937171032486357,0,0,-0.5381195914668773,1,2,1,1,1,143000,1.0,0.0,0.0,0.0,0.0,0.858377385790506,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,0.3578721274678995,0,0,0.7777777777777778,-1.1090173930775862,-1.0149872563240994,2,2,4,1,3,1.5105336749919014,4,0,0.5064094596079853,1,2,2,0.3019159964194836,1,4,-1.063863224156763,2,2,1,1,0,307000,0.0,0.0,0.0,0.0,0.0,0.20843561122214685,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
7,0.5561029851170647,1,0,0.6666666666666666,-0.01811379980526882,0.6322474317436514,1,2,3,1,2,0.12674803596013734,4,0,1.139808631654264,1,2,1,0.3019159964194836,2,3,0.270716766517562,2,2,1,1,1,200000,0.0,1.0,0.0,0.0,0.0,0.2647217071888681,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
8,-0.8227853577155891,0,0,0.6666666666666666,1.337251270623974,1.6981051710816077,1,2,2,1,1,-0.2436954425371397,3,1,0.6455357037960894,0,2,1,0.9214595108724039,2,3,1.9288313003856625,1,2,0,1,0,129900,1.0,0.0,0.0,0.0,0.0,-0.7566853701356676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9,-0.8831983627198486,0,0,0.4444444444444444,1.0727897934670487,1.6981051710816077,1,2,2,1,1,-0.15048708343137324,4,0,-0.8589041129104561,1,1,1,-0.937171032486357,2,3,1.6052967571918868,2,1,1,1,0,118000,0.0,0.0,0.0,0.0,1.0,-0.38443977311486477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
